,text,agg,conds
44155,"what is the result of the uefa cup, against palermo",0,2
44156,what date was the uefa cup against panathinaikos,0,2
44157,"what is the total number of deaths of the attack with 0 israelis or foreigners wounded, 0 other deaths, and a total casualty of 1",0,3
44158,how many israelis and or foreigners were wounded in the attack with more than 1 israeli death,0,1
44159,how many other deaths were in the attack with 242 israelis and/or foreigners wounded,0,1
44160,what is the total number of israeli deaths in the attack with 0 total casulaties and 0 total deaths,3,2
44161,what place did the golfer who had a score of 69-68-69-70=276 finish in,0,1
44162,what was the to par score for mike weir,0,1
44163,what country was jay haas representing,0,1
44164,"what country has the t7 place, and player peter oosterhuis",0,2
44165,what is the score for sandy lyle,0,1
44166,"who is the player that has scored more than 0 league cup goals, but has than 13 total goals, and 4 league cup appearances total",0,3
44167,"who has the lowest league total goals with 0 fa cup goals and no fa cup appearances, plays the df position and has appeared in total of 3 times",2,4
44168,"what is the lowest # of episodes, when date released is ""15 december 2011""",2,1
44169,"what date released, when # of discs is greater than 4",0,1
44170,"what is season, when # of episodes is ""10"", and when date released is ""1 april 2010""",0,2
44171,what was the score when sheffield united was the home team,0,1
44172,who was the away team against newton heath,0,1
44173,what is the home team when the tie is 11,0,1
44174,"what is the sum of league goals, when position is ""df"", when league cup apps is ""0"", when total apps is ""7"", and when flt goals is less than 0",4,4
44175,"what is the total number of fa cup goals, when flt goals is greater than 0",3,1
44176,"what is the lowest fa cup goals, when total goals is greater than 0, when league goals is ""4"", when fa cup apps is ""1"", and when league cup goals is greater than 0",2,4
44177,"what is on at 1:30pm with 12:30 local programs, and pinky and the brain shows at 4:00pm",0,2
44178,"what is on at 4l00pm, with 1:00pm is all my children",0,1
44179,what is on at 11:00am that shows power rangers: turbo at 4:00pm,0,1
44180,"what is on at 7:00am, when the 1:00 is just local programs",0,1
44181,"what is on at 8:00am, that has another world playing at 2:00pm",0,1
44182,how many points for newman/haas racing with fewer than 40 laps,5,2
44183,"which driver has fewer than 2 points, larger grid that 4 and is on american spirit team johansson",0,3
44184,what is the week 11 nov 16 standing with wisconsin (10-1) on week 13 nov 30,0,1
44185,what is the week 13 nov 30 standing with usc (7-3) on week 11 nov 16,0,1
44186,what is the week 8 oct 26 standing with georgia tech (8-2) on week 12 nov 23,0,1
44187,what is the week 14 (final) dec 7 standing with florida (6-1) on week 8 oct 26,0,1
44188,what player is associated with soenderjyske.dk,0,1
44189,what is the transfer fee for gravgaard,0,2
44190,what's the result when there's more than 41 moves with an opening of c42 petrov's defence in 2007,0,3
44191,what's the total number of moves with a result of  ½–½ and a black of anand before 1999,3,3
44192,what's the black with 24 moves in the dortmund tournament,0,2
44193,what's the opening when white is anand with fewer than 61 moves for a result of  ½–½,0,3
44194,"what's the white for a black of anand, a result of  ½–½, 39 moves, and an opening of d37 queen's gambit declined",0,4
44195,"what is the lowest draw that has we the lovers for the english translation, with a place greater than 1",2,2
44196,"how many draws have french as the language, with a place less than 1",4,2
44197,"what is the fate of the hms manistee (f 104) with a tonnage of 4,671 or more",0,2
44198,what is the tonnage of the ship from canada,1,1
44199,in what place did the golfer representing zimbabwe finish,0,1
44200,"in what place did des smyth, who scored less than 71, finish",0,2
44201,what is the spaceport location that houses the lc34 complex and uses the saturn ib launcher,0,2
44202,which spacecraft were launched by the titan ii,0,1
44203,what was the launcher vehicle for apollo-soyuz,0,1
44204,which complex used the soyuz (r) launcher to facilitate 14 orbital flights,0,2
44205,what is 2008 when the tournament is year end ranking,0,1
44206,what is 2012 when the tournament is cincinnati masters,0,1
44207,what is 2008 when 2012 is 3r and 2009 is 2r,0,2
44208,"what is the winner's prize at the 2009 providence, ri championship",0,2
44209,how tall is the structure built in 1907,0,1
44210,which building has more than 34 floors,0,1
44211,which rank has 0 bronze and 2 silver,2,2
44212,"how much silver does the rank have that has gold smaller than 4, and a total of 1 and a rank larger than 6",4,3
44213,"which rank has a more than 0 silver, 4 bronze, and a total smaller than 10",4,3
44214,how much gold does the tank have that has 3 silver and more than 3 bronze,3,2
44215,what is the total number that 0 silver,3,1
44216,"which score has a to par larger than 17, and a player of mike brady",0,2
44217,"which place that has money of 150, and a player of bobby cruickshank",0,2
44218,"which place has a to par smaller than 15, and a score of 74-74-74-75=297",0,2
44219,what is the score when the tie number is 8,0,1
44220,what is the score when the tie number is 6,0,1
44221,what is the tie number for middlesbrough,0,1
44222,what status has 15/04/1967 as the date,0,1
44223,what venue has scotland as the opposing teams,0,1
44224,what status has france as the opposing teams,0,1
44225,what kind of week 4  has a week 9 of all housemates,0,1
44226,which week 3 has a week 9 of ejected (day 3),0,1
44227,"what kind of week 1 has a week 8 of not eligible, and a week 9 of no nominations, and a week 3 of cyril question 3",0,3
44228,"what kind of week 9 has a week 1 of no nominations, and a week 6 of not eligible, and a week 2 of not eligible, and a week 10 final of evicted (day 57)",0,4
44229,what kind of week 7 has a week 5 of evicted (day 15),0,1
44230,"what kind of week 6 has a week 2 of see notes 2 , 3 , 4",0,1
44231,"which against has more than 11 wins, and a geelong fl of st josephs",2,2
44232,what is the attendance of the game with a loss of hiller (3–2),1,1
44233,who is the away team that tottenham hotspur played,0,1
44234,what was the score of the game with away team chelsea on 29 january 1983,0,2
44235,what date was the game that home team torquay united played,0,1
44236,who is the team that played away team watford,0,1
44237,what date was the game when home team crystal palace played,0,1
44238,what country is retief goosen from,0,1
44239,"what is the number of high checkout with fewer than 13 legs won, a 180s lower than 2 and an lwat of more than 1",3,3
44240,what is the total 140+ with a high checkout of 74 and a 100+ higher than 17,4,2
44241,"how many played are there with a 3-dart average of more than 90.8, an lwat higher than 5 and fewer than 17 legs lost",5,3
44242,what player is in place 1,0,1
44243,what is the country of the player in place 1,0,1
44244,what is the place of the player with a to par of –10 and a score of 67-67-66=200,0,2
44245,"can you tell me the total number of rank that has the points larger than 99, and the club of barcelona",3,2
44246,"how many people on average attended when eastwood town was the away team, and the tie number was less than 8",5,2
44247,"the game with home team crowborough athletic, with an attendance less than 848 had what as the score",0,2
44248,the game with bashley as the home team had what maximum attendance,1,1
44249,what is the tie number total when harlow town is the away team,3,1
44250,which artist has a draw greater than 15,0,1
44251,"what was the highest place a song by jacques raymond reached, with a draw over 14",1,2
44252,what is the craft used at coniston water,0,1
44253,what is the speed at lake mead,0,1
44254,which goals have a ratio of 0.29,0,1
44255,"which goals have a current club of real madrid, and a ratio smaller than 1.08, and a rank smaller than 5",1,3
44256,which current club has a rank of 4,0,1
44257,what is the second party that has a conservative first party in the 1834 election,0,2
44258,"who is the second member with first member sir rowland hill, bt, and a conservative second party",0,2
44259,"what is the first party with second member hon. rowland hill, in the 1857 election",0,2
44260,who is the second member that is a second party whig in the 1834 election,0,2
44261,what is the second party that has a conservative first party and second member john cotes,0,2
44262,what place is the player with a score of 69-68=137,0,1
44263,what's the score for the t10 player from zimbabwe,0,2
